"Pole Name","Pole ID","Map KM (approx)","DataID","Latitude","Longitude","Alt"
"OHE 1217/07","1217/07","1217.3526","660","30.677443","76.2825639","220.5"
"OHE 1217/08","1217/08","1217.4115","659","30.677705300000003","76.2820286","221.4"
"OHE 1217/09","1217/09","1217.4676","658","30.6780016","76.2815518","222.301"
"OHE 1217/10","1217/10","1217.5250","657","30.678281299999995","76.2810478","222.5"
"OHE 1217/11","1217/11","1217.5881","656","30.678568200000004","76.2804775","222.9"
"OHE 1217/12","1217/12","1217.6497","655","30.6788498","76.2799243","217.601"
"OHE 1217/13","1217/13","1217.7032","654","30.679113999999995","76.2794566","220.2"
"OHE 1217/14","1217/14","1217.7533","653","30.679349000000002","76.2790101","218"
"OHE 1217/15","1217/15","1217.8057","652","30.679615399999996","76.2785581","221.7"
"OHE 1217/16","1217/16","1217.8615","651","30.6798684","76.2780541","224"
"OHE 1217/17","1217/17","1217.9217","650","30.680168400000003","76.2775301","222.4"
"OHE 1217/18","1217/18","1217.9763","649","30.6804488","76.2770586","225.601"
"OHE 1218/01","1218/01","1218.0358","648","30.6806828","76.2764977","223"
"OHE 1218/02","1218/02","1218.0943","647","30.6809682","76.2759834","223.5"
"OHE 1218/03","1218/03","1218.1497","646","30.681233","76.27549359999999","222.5"
"OHE 1218/04","1218/04","1218.2090","645","30.681488800000004","76.2749488","217.301"
"OHE 1218/05","1218/05","1218.2659","644","30.681787900000003","76.2744648","221"
"OHE 1218/06","1218/06","1218.3257","643","30.682045000000002","76.27391430000002","221.801"
"OHE 1218/07","1218/07","1218.3814","642","30.682337799999996","76.2734403","221.801"
"OHE 1218/08","1218/08","1218.4427","641","30.682632899999998","76.2728978","220.5"
"OHE 1218/09","1218/09","1218.5007","640","30.682909600000002","76.27238430000001","226"
"OHE 1218/10","1218/10","1218.5589","639","30.683167299999997","76.2718551","220.101"
"OHE 1218/11","1218/11","1218.6169","638","30.6834391","76.2713376","220.301"
"OHE 1218/12","1218/12","1218.6748","637","30.6837221","76.27083","218.7"
"OHE 1218/13","1218/13","1218.7342","636","30.683991799999998","76.2702941","219.101"
"OHE 1218/14","1218/14","1218.7904","635","30.6842625","76.2697979","220.301"
"OHE 1218/15","1218/15","1218.8509","634","30.6845635","76.2692705","220.801"
"OHE 1218/16","1218/16","1218.9102","633","30.684818000000003","76.268725","222.5"
"OHE 1218/17","1218/17","1218.9715","632","30.685146499999995","76.2682073","224.9"
"OHE 1219/01","1219/01","1219.0307","631","30.6854086","76.2676681","225.301"
"OHE 1219/02","1219/02","1219.0890","630","30.6856911","76.2671546","224.801"
"OHE 1219/03","1219/03","1219.1463","629","30.685969","76.2666509","220.5"
"OHE 1219/04","1219/04","1219.2047","628","30.686237800000004","76.2661257","223.4"
"OHE 1219/05","1219/05","1219.2507","627","30.686486399999996","76.2657405","223.7"
"OHE 1219/06","1219/06","1219.3009","626","30.686701700000004","76.2652764","222.2"
"OHE 1219/07","1219/07","1219.3570","625","30.686971299999996","76.2647816","223.4"
"OHE 1219/08","1219/08","1219.4074","624","30.687196000000004","76.2643236","223.101"
"OHE 1219/09","1219/09","1219.4592","623","30.687402800000005","76.2638366","223"
"OHE 1219/10","1219/10","1219.5134","622","30.6877033","76.2633866","222.601"
"OHE 1219/11","1219/11","1219.5709","621","30.687970899999996","76.2628714","219.9"
"OHE 1219/12","1219/12","1219.6343","620","30.688274","76.2623107","223"
"OHE 1219/13","1219/13","1219.6936","619","30.6885621","76.2617887","223.9"
"OHE 1219/14","1219/14","1219.7497","618","30.6888403","76.2612991","222.9"
"OHE 1219/15","1219/15","1219.8088","617","30.689106100000004","76.2607641","222.101"
"OHE 1219/16","1219/16","1219.8586","616","30.6893561","76.2603311","223.301"
"OHE 1219/17","1219/17","1219.9154","615","30.6896037","76.2598116","224.2"
"OHE 1219/18","1219/18","1219.9737","614","30.6899029","76.2593095","224.101"
"OHE 1220/01","1220/01","1220.0364","613","30.690188400000004","76.2587446","224.301"
"OHE 1220/02","1220/02","1220.0916","612","30.6904662","76.2582651","224.801"
"OHE 1220/03","1220/03","1220.1496","611","30.690699699999996","76.25772149999999","221.601"
"OHE 1220/04","1220/04","1220.2087","610","30.691005800000003","76.2572138","222.5"
"OHE 1220/05","1220/05","1220.2697","609","30.691288","76.2566669","220.5"
"OHE 1220/06","1220/06","1220.3175","608","30.691511199999997","76.2562403","221.2"
"OHE 1220/07","1220/07","1220.3738","607","30.691771299999996","76.2557346","219.601"
"OHE 1220/08","1220/08","1220.4341","606","30.6920697","76.2552084","221.2"
"OHE 1220/09","1220/09","1220.4919","605","30.6923362","76.2546903","219.7"
"OHE 1220/10","1220/10","1220.5544","604","30.692626299999997","76.25413009999998","221.7"
"OHE 1220/11","1220/11","1220.6077","603","30.692862199999997","76.2536449","222.7"
"OHE 1220/12","1220/12","1220.6665","602","30.693160200000005","76.253136","220.4"
"OHE 1220/13","1220/13","1220.7259","601","30.6934361","76.25260469999999","218.801"
"OHE 1220/14","1220/14","1220.7825","600","30.693708099999995","76.2521057","218"
"OHE 1220/15","1220/15","1220.8408","599","30.693980200000002","76.2515838","221.5"
"OHE 1220/16","1220/16","1220.8997","598","30.6942614","76.2510625","225.5"
"OHE 1220/17","1220/17","1220.9596","597","30.694545699999995","76.2505305","216.801"
"OHE 1221/01","1221/01","1221.0170","596","30.694815500000004","76.2500187","218.4"
"OHE 1221/02","1221/02","1221.0750","595","30.695089399999997","76.2495032","218.801"
"OHE 1221/03","1221/03","1221.1321","594","30.6953438","76.2489854","218.601"
"OHE 1221/04","1221/04","1221.1934","593","30.695649000000003","76.2484505","216.5"
"OHE 1221/05","1221/05","1221.2499","592","30.695918800000005","76.2479501","218.7"
"OHE 1221/06","1221/06","1221.3103","591","30.696197999999995","76.2474083","219"
"OHE 1221/07","1221/07","1221.3634","590","30.6964325","76.2469232","220.4"
"OHE 1221/08","1221/08","1221.4260","589","30.696730899999995","76.2463699","221.101"
"OHE 1221/09","1221/09","1221.4850","588","30.697017300000002","76.2458498","221.9"
"OHE 1221/10","1221/10","1221.5415","587","30.697293800000004","76.2453549","219.5"
"OHE 1221/11","1221/11","1221.5957","586","30.69755","76.2448722","217.4"
"OHE 1221/12","1221/12","1221.6493","585","30.697799900000003","76.2443937","222.101"
"OHE 1221/13","1221/13","1221.6990","584","30.698024900000004","76.2439439","219.9"
"OHE 1221/14","1221/14","1221.7571","583","30.698328999999998","76.2434478","219"
"OHE 1221/15","1221/15","1221.8145","582","30.698591200000003","76.2429316","217.601"
"OHE 1221/16","1221/16","1221.8757","581","30.6988733","76.2423822","219.301"
"OHE 1221/17","1221/17","1221.9339","580","30.6991157","76.2418406","219.801"
"OHE 1221/18","1221/18","1221.9908","579","30.699392199999995","76.2413406","221.4"
"OHE 1222/01","1222/01","1222.0474","578","30.699678699999996","76.2408504","217.4"
"OHE 1222/02","1222/02","1222.1074","577","30.699959400000004","76.2403152","220"
"OHE 1222/03","1222/03","1222.1667","576","30.7002154","76.2397702","221.301"
"OHE 1222/04","1222/04","1222.2112","575","30.7004624","76.2393993","221.801"
"OHE 1222/05","1222/05","1222.2543","574","30.7006721","76.2390206","221.4"
"OHE 1222/06","1222/06","1222.3052","573","30.700887000000005","76.2385499","220.5"
"OHE 1222/07","1222/07","1222.3613","572","30.701163399999995","76.2380588","220.5"
"OHE 1222/08","1222/08","1222.4052","571","30.701369300000003","76.237667","218.4"
"OHE 1222/09","1222/09","1222.4496","570","30.701555799999998","76.2372554","217.7"
"OHE 1222/10","1222/10","1222.5012","569","30.701788700000005","76.2367882","220.2"
"OHE 1222/11","1222/11","1222.5525","568","30.702016800000003","76.2363222","222.301"
"OHE 1222/12","1222/12","1222.5934","567","30.7022053","76.2359541","221.601"
"OHE 1222/13","1222/13","1222.6397","566","30.702436400000003","76.2355514","221.4"
"OHE 1222/14","1222/14","1222.6872","565","30.7026682","76.2351333","220.702"
"OHE 1222/15","1222/15","1222.7362","564","30.702886400000004","76.2346882","222.101"
"OHE 1222/16","1222/16","1222.7876","563","30.703123600000005","76.2342268","220.101"
"OHE 1222/17","1222/17","1222.8494","562","30.703417199999997","76.2336779","222.601"
"OHE 1222/18","1222/18","1222.9038","561","30.7036892","76.2332046","217.801"
"OHE 1222/19","1222/19","1222.9491","560","30.7039169","76.2328118","218.301"
"OHE 1222/20","1222/20","1222.9946","559","30.7041368","76.2324029","218.9"
"OHE 1223/01","1223/01","1223.0491","558","30.7043468","76.2318939","221.202"
"OHE 1223/02","1223/02","1223.0967","557","30.7046054","76.2314945","222.5"
"OHE 1223/03","1223/03","1223.1470","556","30.704831","76.2310402","222.4"
"OHE 1223/04","1223/04","1223.1921","555","30.704990199999997","76.2305999","223"
"OHE 1223/05","1223/05","1223.2412","554","30.7052151","76.2301575","222.4"
"OHE 1223/06","1223/06","1223.2805","553","30.7054268","76.2298276","225.101"
"OHE 1223/07","1223/07","1223.3251","552","30.705629299999995","76.229425","222.702"
"OHE 1223/08","1223/08","1223.3720","551","30.705875100000004","76.2290253","219.801"
"OHE 1223/09","1223/09","1223.4150","550","30.7060665","76.2286348","222.9"
"OHE 1223/10","1223/10","1223.4706","549","30.706328900000003","76.2281399","224.801"
"OHE 1223/11","1223/11","1223.5115","548","30.7065254","76.2277792","222.4"
"OHE 1223/12","1223/12","1223.5621","547","30.7067765","76.2273365","221.601"
"OHE 1223/13","1223/13","1223.6099","546","30.7069991","76.2269093","225.801"
"OHE 1223/14","1223/14","1223.6534","545","30.707193","76.226514","222.5"
"OHE 1223/15","1223/15","1223.6911","544","30.707364100000003","76.22617340000001","224.5"
"OHE 1223/16","1223/16","1223.7382","543","30.707567400000002","76.2257414","224.9"
"OHE 1223/17","1223/17","1223.7901","542","30.707831000000002","76.2252924","223.301"
"OHE 1223/18","1223/18","1223.8462","541","30.708087999999996","76.224788","225.202"
"OHE 1223/19","1223/19","1223.8846","540","30.7082479","76.2244315","226.4"
"OHE 1223/20","1223/20","1223.9192","539","30.708410800000003","76.2241233","227.5"
"OHE 1223/21","1223/21","1223.9649","538","30.7086224","76.2237137","227.301"
"OHE 1223/22","1223/22","1223.9948","537","30.708776699999998","76.2234568","231.101"
"OHE 1224/01","1224/01","1224.0386","536","30.708953000000005","76.2230465","244.301"
"OHE 1224/02","1224/02","1224.0854","535","30.7092248","76.2226687","244.7"
"OHE 1224/03","1224/03","1224.1405","534","30.709508599999996","76.2221956","244.7"
"OHE 1224/04","1224/04","1224.1785","533","30.709684900000003","76.2218553","244.301"
"OHE 1224/05","1224/05","1224.2223","532","30.709892799999995","76.22146589999998","244.5"
"OHE 1224/06","1224/06","1224.2752","531","30.710132100000003","76.220988","244.601"
"OHE 1224/07","1224/07","1224.3322","530","30.710447799999997","76.2205156","244.601"
"OHE 1224/08","1224/08","1224.3885","529","30.710673699999997","76.2199837","244.301"
"OHE 1224/09","1224/09","1224.4481","528","30.710956500000005","76.219454","244.101"
"OHE 1224/10","1224/10","1224.4998","527","30.711220200000003","76.219009","243.801"
"OHE 1224/11","1224/11","1224.5379","526","30.711381599999996","76.2186558","243.301"
"OHE 1224/12","1224/12","1224.5775","525","30.7115816","76.2183143","243.301"
"OHE 1224/13","1224/13","1224.6197","524","30.711803099999997","76.2179551","243.301"
"OHE 1224/14","1224/14","1224.6598","523","30.7119864","76.2175936","208.5"
"OHE 1224/15","1224/15","1224.7057","522","30.7122005","76.2171832","210.801"
"OHE 1224/16","1224/16","1224.7552","521","30.7124693","76.2167689","215.4"
"OHE 1224/17","1224/17","1224.8034","520","30.712713500000003","76.2163518","223.5"
"OHE 1224/18","1224/18","1224.8529","519","30.7129782","76.2159348","220.9"
"OHE 1224/19","1224/19","1224.8993","518","30.713224799999995","76.2155427","220.801"
"OHE 1224/20","1224/20","1224.9504","517","30.7134351","76.21506329999998","222.5"
"OHE 1224/21","1224/21","1224.9986","516","30.7136822","76.2146488","219.7"
"OHE 1225/01","1225/01","1225.0607","515","30.713984199999995","76.2141002","224.9"
"OHE 1225/02","1225/02","1225.0954","514","30.7141564","76.2137974","218.601"
"OHE 1225/03","1225/03","1225.1441","513","30.7143702","76.213353","218.601"
"OHE 1225/04","1225/04","1225.1856","512","30.7145491","76.2129727","217.5"
"OHE 1225/05","1225/05","1225.2355","511","30.714767300000002","76.212516","218"
"OHE 1225/06","1225/06","1225.2767","510","30.714947","76.2121388","216.101"
"OHE 1225/07","1225/07","1225.3363","509","30.715231099999997","76.2116102","217.7"
"OHE 1225/08","1225/08","1225.3796","508","30.7154422","76.2112292","218.301"
"OHE 1225/09","1225/09","1225.4128","507","30.7155805","76.2109212","217.301"
"OHE 1225/10","1225/10","1225.4590","506","30.7157924","76.2105064","216.5"
"OHE 1225/11","1225/11","1225.4986","505","30.715963400000003","76.21014369999999","218.301"
"OHE 1225/12","1225/12","1225.5534","504","30.716209600000003","76.2096461","221.101"
"OHE 1225/13","1225/13","1225.6114","503","30.716492899999995","76.2091372","219.7"
"OHE 1225/14","1225/14","1225.6600","502","30.7167066","76.2086926","216.7"
"OHE 1225/15","1225/15","1225.7177","501","30.7170011","76.2081963","220.601"
"OHE 1225/16","1225/16","1225.7764","500","30.7172786","76.2076744","219.2"
"OHE 1225/17","1225/17","1225.8360","499","30.7175573","76.2071422","218.801"
"OHE 1225/18","1225/18","1225.8935","498","30.7178245","76.2066267","242.4"
"OHE 1225/19","1225/19","1225.9537","497","30.7181213","76.20610030000002","242.4"
"OHE 1226/01","1226/01","1226.0103","496","30.7183857","76.205594","224.202"
"OHE 1226/02","1226/02","1226.0694","495","30.7186687","76.2050723","223.101"
"OHE 1226/03","1226/03","1226.1263","494","30.7189347","76.2045631","219.7"
"OHE 1226/04","1226/04","1226.1856","493","30.7192086","76.2040321","223.601"
"OHE 1226/05","1226/05","1226.2437","492","30.719489599999996","76.2035188","217.601"
"OHE 1226/06","1226/06","1226.3016","491","30.719771100000003","76.20301050000002","218.2"
"OHE 1226/07","1226/07","1226.3584","490","30.7200487","76.2025106","217.4"
"OHE 1226/08","1226/08","1226.4173","489","30.720306399999995","76.201973","217.9"
"OHE 1226/09","1226/09","1226.4709","488","30.720569099999995","76.2015014","244.7"
"OHE 1226/10","1226/10","1226.5387","487","30.7209125","76.2009148","244.7"
"OHE 1226/11","1226/11","1226.5847","486","30.721112099999996","76.2004935","244.2"
"OHE 1226/12","1226/12","1226.6383","485","30.721384600000004","76.2000308","244.2"
"OHE 1226/13","1226/13","1226.6915","484","30.7215994","76.1995308","244.2"
"OHE 1226/14","1226/14","1226.7491","483","30.721904899999995","76.199042","217.2"
"OHE 1226/15","1226/15","1226.8081","482","30.7221694","76.1985083","213.801"
"OHE 1226/16","1226/16","1226.8556","481","30.722395199999998","76.1980864","217"
"OHE 1226/17","1226/17","1226.9167","480","30.7226911","76.1975478","217.4"
"OHE 1226/18","1226/18","1226.9741","479","30.722971799999996","76.1970428","215.2"
"OHE 1227/01","1227/01","1227.0322","478","30.723228699999996","76.1965145","215.301"
"OHE 1227/02","1227/02","1227.0772","477","30.7234468","76.1961169","216.101"
"OHE 1227/03","1227/03","1227.1253","476","30.723678099999997","76.1956919","217"
"OHE 1227/04","1227/04","1227.1803","475","30.723929399999996","76.1951969","216.2"
"OHE 1227/05","1227/05","1227.2288","474","30.7241305","76.1947448","219.301"
"OHE 1227/06","1227/06","1227.2808","473","30.724369799999998","76.1942782","221.4"
"OHE 1227/07","1227/07","1227.3185","472","30.724548400000003","76.1939428","220.702"
"OHE 1227/08","1227/08","1227.3718","471","30.724821","76.1934827","217"
"OHE 1227/09","1227/09","1227.4238","470","30.725048099999995","76.1930083","215.5"
"OHE 1227/10","1227/10","1227.4830","469","30.725324300000004","76.1924796","215"
"OHE 1227/11","1227/11","1227.5410","468","30.7255978","76.1919622","216"
"OHE 1227/12","1227/12","1227.5873","467","30.7258228","76.1915546","218.301"
"OHE 1227/13","1227/13","1227.6359","466","30.726001800000002","76.1910877","219.9"
"OHE 1227/14","1227/14","1227.6888","465","30.726281000000004","76.1906368","219"
"OHE 1227/15","1227/15","1227.7502","464","30.7265657","76.1900868","217.101"
"OHE 1227/16","1227/16","1227.7995","463","30.7267939","76.1896444","218"
"OHE 1227/17","1227/17","1227.8482","462","30.727016600000002","76.189207","219.5"
"OHE 1227/18","1227/18","1227.8896","461","30.7272283","76.1888481","217.601"
"OHE 1227/19","1227/19","1227.9268","460","30.7274087","76.1885216","215.601"
"OHE 1227/20","1227/20","1227.9869","459","30.727697200000005","76.1879905","213.2"
"OHE 1228/01","1228/01","1228.0438","458","30.727962499999997","76.1874817","214.601"
"OHE 1228/02","1228/02","1228.1071","457","30.728244299999997","76.1869053","216.101"
"OHE 1228/03","1228/03","1228.1630","456","30.7285131","76.1864112","215.7"
"OHE 1228/04","1228/04","1228.2166","455","30.7287621","76.1859322","215.301"
"OHE 1228/05","1228/05","1228.2742","454","30.7290459","76.185428","215.2"
"OHE 1228/06","1228/06","1228.3344","453","30.7293217","76.1848863","213.7"
"OHE 1228/07","1228/07","1228.3919","452","30.729600100000003","76.1843787","216.301"
"OHE 1228/08","1228/08","1228.4471","451","30.729860799999997","76.1838882","217.601"
"OHE 1228/09","1228/09","1228.5060","450","30.730172200000002","76.1833886","216"
"OHE 1228/10","1228/10","1228.5501","449","30.730360800000003","76.1829817","217.5"
"OHE 1228/11","1228/11","1228.5994","448","30.7305832","76.1825356","214.601"
"OHE 1228/12","1228/12","1228.6470","447","30.730814699999996","76.1821168","212.101"
"OHE 1228/13","1228/13","1228.6777","446","30.730943899999996","76.181832","217.2"
"OHE 1228/14","1228/14","1228.7181","445","30.731119599999996","76.1814619","222.101"
"OHE 1228/15","1228/15","1228.7631","444","30.731361","76.1810816","224.5"
"OHE 1228/16","1228/16","1228.8007","443","30.7315091","76.180727","223.301"
"OHE 1228/17","1228/17","1228.8503","442","30.731778000000002","76.180311","221.801"
"OHE 1228/18","1228/18","1228.8908","441","30.7319575","76.1799422","218"
"OHE 1228/19","1228/19","1228.9407","440","30.7321804","76.1794883","220.801"
"OHE 1228/20","1228/20","1228.9718","439","30.732306400000002","76.1791972","218"
"OHE 1229/01","1229/01","1229.0180","438","30.732527899999997","76.178788","218.801"
"OHE 1229/02","1229/02","1229.0757","437","30.7328275","76.1782934","216.801"
"OHE 1229/03","1229/03","1229.1184","436","30.733037599999996","76.1779183","220.801"
"OHE 1229/04","1229/04","1229.1725","435","30.733295800000004","76.1774411","216.7"
"OHE 1229/05","1229/05","1229.2219","434","30.733498699999995","76.1769784","216.801"
"OHE 1229/06","1229/06","1229.2845","433","30.733820600000005","76.176441","221.101"
"OHE 1229/07","1229/07","1229.3447","432","30.734085199999996","76.1758906","220.4"
"OHE 1229/08","1229/08","1229.4004","431","30.734372399999998","76.1754119","221.601"
"OHE 1229/09","1229/09","1229.4545","430","30.7346486","76.1749467","221.601"
"OHE 1229/10","1229/10","1229.5141","429","30.7349482","76.1744271","223.101"
"OHE 1229/11","1229/11","1229.5729","428","30.7351881","76.1738781","223.702"
"OHE 1229/12","1229/12","1229.6254","427","30.7354361","76.1734108","218.4"
"OHE 1229/13","1229/13","1229.6790","426","30.735701899999995","76.1729419","219.801"
"OHE 1229/14","1229/14","1229.7307","425","30.7359253","76.1724678","218.5"
"OHE 1229/15","1229/15","1229.7885","424","30.736214000000004","76.1719646","219.4"
"OHE 1229/16","1229/16","1229.8476","423","30.7364569","76.1714132","219.601"
"OHE 1229/17","1229/17","1229.8880","422","30.736667000000004","76.1710671","217.101"
"OHE 1229/18","1229/18","1229.9286","421","30.736847199999996","76.1706975","216.801"
"OHE 1229/19","1229/19","1229.9687","420","30.7370247","76.1703315","216.801"
"OHE 1230/01","1230/01","1230.0188","419","30.7372999","76.169915","217.7"
"OHE 1230/02","1230/02","1230.0739","418","30.737554100000004","76.1694196","219"
"OHE 1230/03","1230/03","1230.1283","417","30.737808400000002","76.1689342","220.2"
"OHE 1230/04","1230/04","1230.1838","416","30.738051400000003","76.1684253","216.7"
"OHE 1230/05","1230/05","1230.2352","415","30.738303400000003","76.1679744","219.601"
"OHE 1230/06","1230/06","1230.2822","414","30.7385187","76.1675515","218.101"
"OHE 1230/07","1230/07","1230.3306","413","30.7387439","76.1671185","218.7"
"OHE 1230/08","1230/08","1230.3727","412","30.7389507","76.1667509","215.5"
"OHE 1230/09","1230/09","1230.4290","411","30.7392054","76.1662408","220.9"
"OHE 1230/10","1230/10","1230.4635","410","30.739383799999995","76.165944","218.7"
"OHE 1230/11","1230/11","1230.5044","409","30.739573099999998","76.1655783","215.4"
"OHE 1230/12","1230/12","1230.5585","408","30.739827199999997","76.1650959","217.301"
"OHE 1230/13","1230/13","1230.5890","407","30.7399929","76.1648409","218.301"
"OHE 1230/14","1230/14","1230.6261","406","30.7401337","76.1644859","219.801"
"OHE 1230/15","1230/15","1230.6694","405","30.7403576","76.1641141","217"
"OHE 1230/16","1230/16","1230.7266","404","30.7406333","76.1636082","215.801"
"OHE 1230/17","1230/17","1230.7755","403","30.7409338","76.1632239","208.5"
"OHE 1230/18","1230/18","1230.8206","402","30.741124199999998","76.1628054","210.4"
"OHE 1230/19","1230/19","1230.8728","401","30.741381100000005","76.1623483","208.301"
"OHE 1230/20","1230/20","1230.9255","400","30.741636099999997","76.1618855","212.5"
"OHE 1230/21","1230/21","1230.9718","399","30.7418543","76.1614728","212.301"
"OHE 1231/01","1231/01","1231.0254","398","30.742098899999995","76.160987","216.2"
"OHE 1231/02","1231/02","1231.0775","397","30.7423733","76.1605439","216.101"
"OHE 1231/03","1231/03","1231.1321","396","30.7425933","76.1600317","217.9"
"OHE 1231/04","1231/04","1231.1857","395","30.7428263","76.1595407","213.5"
"OHE 1231/05","1231/05","1231.2385","394","30.7431022","76.1590889","215.4"
"OHE 1231/06","1231/06","1231.2948","393","30.7433621","76.1585842","216.801"
"OHE 1231/07","1231/07","1231.3512","392","30.743636100000003","76.1580867","216.7"
"OHE 1231/08","1231/08","1231.4069","391","30.7438934","76.1575882","214.9"
"OHE 1231/09","1231/09","1231.4505","390","30.744097699999998","76.1571981","217"
"OHE 1231/10","1231/10","1231.4980","389","30.744342599999996","76.1567898","218.301"
"OHE 1231/11","1231/11","1231.5374","388","30.7444946","76.1564147","214.4"
"OHE 1231/12","1231/12","1231.5837","387","30.7447149","76.1560042","214.4"
"OHE 1231/13","1231/13","1231.6412","386","30.745002399999997","76.1555044","215.2"
"OHE 1231/14","1231/14","1231.6957","385","30.745239599999998","76.15500390000001","215.5"
"OHE 1231/15","1231/15","1231.7415","384","30.7454638","76.1546017","215.5"
"OHE 1231/16","1231/16","1231.7885","383","30.745709900000005","76.1542009","217.301"
"OHE 1231/17","1231/17","1231.8366","382","30.745926900000004","76.1537661","213.801"
"OHE 1231/18","1231/18","1231.8856","381","30.746130300000004","76.1533104","217.301"
"OHE 1231/19","1231/19","1231.9376","380","30.746381400000004","76.1528514","214.9"
"OHE 1231/20","1231/20","1231.9931","379","30.746650799999998","76.1523624","215.4"
"OHE 1232/01","1232/01","1232.0286","378","30.7468218","76.1520482","215.301"
"OHE 1232/02","1232/02","1232.0761","377","30.747027000000003","76.1516125","216.301"
"OHE 1232/03","1232/03","1232.1341","376","30.747318199999995","76.1511092","215.5"
"OHE 1232/04","1232/04","1232.1813","375","30.747550900000004","76.1506949","217.4"
"OHE 1232/05","1232/05","1232.2398","374","30.747823499999996","76.1501729","215.801"
"OHE 1232/06","1232/06","1232.2999","373","30.748110800000003","76.1496393","215.5"
"OHE 1232/07","1232/07","1232.3541","372","30.7483796","76.1491662","215.4"
"OHE 1232/08","1232/08","1232.4169","371","30.7486736","76.1486052","216.101"
"OHE 1232/09","1232/09","1232.4743","370","30.748934899999995","76.1480865","216.301"
"OHE 1232/10","1232/10","1232.5245","369","30.7491813","76.1476469","215.101"
"OHE 1232/11","1232/11","1232.5704","368","30.7493721","76.1472202","214.5"
"OHE 1232/12","1232/12","1232.6280","367","30.749658399999998","76.1467182","216.301"
"OHE 1232/13","1232/13","1232.6900","366","30.749953399999995","76.1461676","215.101"
"OHE 1232/14","1232/14","1232.7465","365","30.750215000000004","76.1456601","216.5"
"OHE 1232/15","1232/15","1232.8064","364","30.7505098","76.1451364","217.2"
"OHE 1232/16","1232/16","1232.8651","363","30.750762","76.14459659999999","215.601"
"OHE 1232/17","1232/17","1232.9243","362","30.751056600000002","76.1440803","215.5"
"OHE 1232/18","1232/18","1232.9755","361","30.7512908","76.1436184","216.301"
"OHE 1233/01","1233/01","1233.0303","360","30.751549599999997","76.1431302","216.2"
"OHE 1233/02","1233/02","1233.0889","359","30.751836200000003","76.142616","216.801"
"OHE 1233/03","1233/03","1233.1496","358","30.752147600000004","76.1420942","217"
"OHE 1233/04","1233/04","1233.2063","357","30.752409600000004","76.1415853","219.301"
"OHE 1233/05","1233/05","1233.2646","356","30.752678300000003","76.1410604","218.5"
"OHE 1233/06","1233/06","1233.3247","355","30.7529405","76.1405113","219.9"
"OHE 1233/07","1233/07","1233.3797","354","30.7531933","76.1400166","216.4"
"OHE 1233/08","1233/08","1233.4323","353","30.7534322","76.1395411","219.7"
"OHE 1233/09","1233/09","1233.4897","352","30.753700400000003","76.1390286","222"
"OHE 1233/10","1233/10","1233.5489","351","30.753999","76.1385155","217.4"
"OHE 1233/11","1233/11","1233.6059","350","30.754260100000003","76.1380025","215.601"
"OHE 1233/12","1233/12","1233.6613","349","30.754541099999997","76.137522","219.7"
"OHE 1233/13","1233/13","1233.7069","348","30.754736400000002","76.1371027","218.4"
"OHE 1233/14","1233/14","1233.7523","347","30.7549866","76.13672419999999","220.4"
"OHE 1233/15","1233/15","1233.8099","346","30.755235000000003","76.136195","222"
"OHE 1233/16","1233/16","1233.8529","345","30.755481999999997","76.1358428","228.4"
"OHE 1233/17","1233/17","1233.8967","344","30.7556897","76.1354526","226.301"
"OHE 1233/18","1233/18","1233.9507","343","30.755942600000004","76.1349716","227.5"
"OHE 1234/01","1234/01","1234.0080","342","30.756202500000004","76.1344509","230.101"
"OHE 1234/02","1234/02","1234.0685","341","30.7565056","76.1339249","229.9"
"OHE 1234/03","1234/03","1234.1264","340","30.756729199999995","76.1333749","228.101"
"OHE 1234/04","1234/04","1234.1803","339","30.7570225","76.1329217","229"
"OHE 1234/05","1234/05","1234.2338","338","30.757251899999996","76.1324298","231.301"
"OHE 1234/06","1234/06","1234.2888","337","30.7575136","76.1319415","230.7"
"OHE 1234/07","1234/07","1234.3387","336","30.7577373","76.1314896","231.7"
"OHE 1234/08","1234/08","1234.3869","335","30.757951400000003","76.1310505","231.5"
"OHE 1234/09","1234/09","1234.4305","334","30.758127399999996","76.1306428","228.4"
"OHE 1234/10","1234/10","1234.4823","333","30.758343399999998","76.1301622","230"
"OHE 1234/11","1234/11","1234.5325","332","30.7585477","76.1296932","229.2"
"OHE 1234/12","1234/12","1234.5800","331","30.758786","76.1292771","233.101"
"OHE 1234/13","1234/13","1234.6366","330","30.759042099999995","76.12876609999999","231.801"
"OHE 1234/14","1234/14","1234.6833","329","30.7592164","76.12832039999999","230.801"
"OHE 1234/15","1234/15","1234.7404","328","30.759461400000003","76.1277961","235.5"
"OHE 1234/16","1234/16","1234.7886","327","30.7596463","76.127338","237.301"
"OHE 1234/17","1234/17","1234.8396","326","30.759914600000002","76.126901","236.7"
"OHE 1234/18","1234/18","1234.9009","325","30.760147599999996","76.1263181","232"
"OHE 1234/19","1234/19","1234.9579","324","30.760427199999995","76.1258177","229.5"
"OHE 1235/01","1235/01","1235.0150","323","30.7607082","76.1253212","228.801"
"OHE 1235/02","1235/02","1235.0734","322","30.760964399999995","76.1247873","230.601"
"OHE 1235/03","1235/03","1235.1272","321","30.7612111","76.12430250000001","232.301"
"OHE 1235/04","1235/04","1235.1796","320","30.7614691","76.123844","227.9"
