Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
2698,1102980.00,CH 1102+980,26980.00,43N,717259.329,3335386.964,30.13044535,77.25527790
2699,1102990.00,CH 1102+990,26990.00,43N,717250.089,3335390.789,30.13048149,77.25518283
2700,1103000.00,CH 1103+000,27000.00,43N,717240.849,3335394.614,30.13051763,77.25508777
2701,1103010.00,CH 1103+010,27010.00,43N,717231.610,3335398.439,30.13055376,77.25499270
2702,1103020.00,CH 1103+020,27020.00,43N,717222.370,3335402.263,30.13058990,77.25489763
2703,1103030.00,CH 1103+030,27030.00,43N,717213.130,3335406.088,30.13062604,77.25480257
2704,1103040.00,CH 1103+040,27040.00,43N,717203.891,3335409.913,30.13066217,77.25470750
2705,1103050.00,CH 1103+050,27050.00,43N,717194.651,3335413.738,30.13069831,77.25461243
2706,1103060.00,CH 1103+060,27060.00,43N,717185.411,3335417.562,30.13073444,77.25451737
2707,1103070.00,CH 1103+070,27070.00,43N,717176.172,3335421.387,30.13077058,77.25442230
2708,1103080.00,CH 1103+080,27080.00,43N,717166.932,3335425.212,30.13080672,77.25432723
2709,1103090.00,CH 1103+090,27090.00,43N,717157.684,3335429.016,30.13084267,77.25423208
2710,1103100.00,CH 1103+100,27100.00,43N,717148.428,3335432.801,30.13087844,77.25413683
2711,1103110.00,CH 1103+110,27110.00,43N,717139.171,3335436.585,30.13091422,77.25404158
2712,1103120.00,CH 1103+120,27120.00,43N,717129.915,3335440.369,30.13094999,77.25394633
2713,1103130.00,CH 1103+130,27130.00,43N,717120.659,3335444.153,30.13098576,77.25385108
2714,1103140.00,CH 1103+140,27140.00,43N,717111.402,3335447.937,30.13102153,77.25375583
2715,1103150.00,CH 1103+150,27150.00,43N,717102.146,3335451.721,30.13105730,77.25366058
2716,1103160.00,CH 1103+160,27160.00,43N,717092.890,3335455.505,30.13109308,77.25356533
2717,1103170.00,CH 1103+170,27170.00,43N,717083.633,3335459.289,30.13112885,77.25347008
2718,1103180.00,CH 1103+180,27180.00,43N,717074.377,3335463.074,30.13116462,77.25337483
2719,1103190.00,CH 1103+190,27190.00,43N,717065.120,3335466.858,30.13120039,77.25327958
2720,1103200.00,CH 1103+200,27200.00,43N,717055.864,3335470.642,30.13123616,77.25318433
2721,1103210.00,CH 1103+210,27210.00,43N,717046.608,3335474.426,30.13127193,77.25308908
2722,1103220.00,CH 1103+220,27220.00,43N,717037.351,3335478.210,30.13130771,77.25299383
2723,1103230.00,CH 1103+230,27230.00,43N,717028.095,3335481.994,30.13134348,77.25289858
2724,1103240.00,CH 1103+240,27240.00,43N,717018.839,3335485.778,30.13137925,77.25280333
2725,1103250.00,CH 1103+250,27250.00,43N,717009.582,3335489.562,30.13141502,77.25270808
2726,1103260.00,CH 1103+260,27260.00,43N,717000.326,3335493.346,30.13145079,77.25261283
2727,1103270.00,CH 1103+270,27270.00,43N,716991.069,3335497.131,30.13148656,77.25251758
2728,1103280.00,CH 1103+280,27280.00,43N,716981.813,3335500.915,30.13152233,77.25242233
2729,1103290.00,CH 1103+290,27290.00,43N,716972.557,3335504.699,30.13155810,77.25232708
2730,1103300.00,CH 1103+300,27300.00,43N,716963.300,3335508.483,30.13159387,77.25223183
2731,1103310.00,CH 1103+310,27310.00,43N,716954.044,3335512.267,30.13162965,77.25213658
2732,1103320.00,CH 1103+320,27320.00,43N,716944.788,3335516.051,30.13166542,77.25204133
2733,1103330.00,CH 1103+330,27330.00,43N,716935.531,3335519.835,30.13170119,77.25194608
2734,1103340.00,CH 1103+340,27340.00,43N,716926.275,3335523.619,30.13173696,77.25185083
2735,1103350.00,CH 1103+350,27350.00,43N,716917.018,3335527.403,30.13177273,77.25175558
2736,1103360.00,CH 1103+360,27360.00,43N,716907.762,3335531.188,30.13180850,77.25166033
2737,1103370.00,CH 1103+370,27370.00,43N,716898.506,3335534.972,30.13184427,77.25156508
2738,1103380.00,CH 1103+380,27380.00,43N,716889.249,3335538.756,30.13188004,77.25146982
2739,1103390.00,CH 1103+390,27390.00,43N,716879.993,3335542.540,30.13191581,77.25137457
2740,1103400.00,CH 1103+400,27400.00,43N,716870.737,3335546.324,30.13195158,77.25127932
2741,1103410.00,CH 1103+410,27410.00,43N,716861.480,3335550.108,30.13198735,77.25118407
2742,1103420.00,CH 1103+420,27420.00,43N,716852.224,3335553.892,30.13202312,77.25108882
2743,1103430.00,CH 1103+430,27430.00,43N,716842.967,3335557.676,30.13205889,77.25099357
2744,1103440.00,CH 1103+440,27440.00,43N,716833.711,3335561.461,30.13209466,77.25089832
2745,1103450.00,CH 1103+450,27450.00,43N,716824.455,3335565.245,30.13213043,77.25080307
2746,1103460.00,CH 1103+460,27460.00,43N,716815.198,3335569.029,30.13216620,77.25070781
2747,1103470.00,CH 1103+470,27470.00,43N,716805.942,3335572.813,30.13220197,77.25061256
2748,1103480.00,CH 1103+480,27480.00,43N,716796.686,3335576.597,30.13223774,77.25051731
2749,1103490.00,CH 1103+490,27490.00,43N,716787.429,3335580.381,30.13227351,77.25042206
2750,1103500.00,CH 1103+500,27500.00,43N,716778.173,3335584.165,30.13230928,77.25032681
2751,1103510.00,CH 1103+510,27510.00,43N,716768.916,3335587.949,30.13234505,77.25023155
2752,1103520.00,CH 1103+520,27520.00,43N,716759.660,3335591.733,30.13238082,77.25013630
2753,1103530.00,CH 1103+530,27530.00,43N,716750.404,3335595.518,30.13241659,77.25004105
2754,1103540.00,CH 1103+540,27540.00,43N,716741.147,3335599.302,30.13245236,77.24994580
2755,1103550.00,CH 1103+550,27550.00,43N,716731.891,3335603.086,30.13248813,77.24985055
2756,1103560.00,CH 1103+560,27560.00,43N,716722.635,3335606.870,30.13252390,77.24975529
2757,1103570.00,CH 1103+570,27570.00,43N,716713.378,3335610.654,30.13255967,77.24966004
2758,1103580.00,CH 1103+580,27580.00,43N,716704.122,3335614.438,30.13259543,77.24956479
2759,1103590.00,CH 1103+590,27590.00,43N,716694.865,3335618.222,30.13263120,77.24946954
2760,1103600.00,CH 1103+600,27600.00,43N,716685.609,3335622.006,30.13266697,77.24937428
2761,1103610.00,CH 1103+610,27610.00,43N,716676.353,3335625.790,30.13270274,77.24927903
2762,1103620.00,CH 1103+620,27620.00,43N,716667.096,3335629.575,30.13273851,77.24918378
2763,1103630.00,CH 1103+630,27630.00,43N,716657.840,3335633.359,30.13277428,77.24908852
2764,1103640.00,CH 1103+640,27640.00,43N,716648.584,3335637.143,30.13281005,77.24899327
2765,1103650.00,CH 1103+650,27650.00,43N,716639.327,3335640.927,30.13284582,77.24889802
2766,1103660.00,CH 1103+660,27660.00,43N,716630.071,3335644.711,30.13288158,77.24880277
2767,1103670.00,CH 1103+670,27670.00,43N,716620.814,3335648.495,30.13291735,77.24870751
2768,1103680.00,CH 1103+680,27680.00,43N,716611.558,3335652.279,30.13295312,77.24861226
2769,1103690.00,CH 1103+690,27690.00,43N,716602.302,3335656.063,30.13298889,77.24851701
2770,1103700.00,CH 1103+700,27700.00,43N,716593.045,3335659.847,30.13302466,77.24842175
2771,1103710.00,CH 1103+710,27710.00,43N,716583.789,3335663.632,30.13306043,77.24832650
2772,1103720.00,CH 1103+720,27720.00,43N,716574.533,3335667.416,30.13309619,77.24823125
2773,1103730.00,CH 1103+730,27730.00,43N,716565.276,3335671.200,30.13313196,77.24813599
2774,1103740.00,CH 1103+740,27740.00,43N,716556.020,3335674.984,30.13316773,77.24804074
2775,1103750.00,CH 1103+750,27750.00,43N,716546.763,3335678.768,30.13320350,77.24794548
2776,1103760.00,CH 1103+760,27760.00,43N,716537.507,3335682.552,30.13323927,77.24785023
2777,1103770.00,CH 1103+770,27770.00,43N,716528.251,3335686.336,30.13327503,77.24775498
2778,1103780.00,CH 1103+780,27780.00,43N,716518.994,3335690.120,30.13331080,77.24765972
2779,1103790.00,CH 1103+790,27790.00,43N,716509.738,3335693.905,30.13334657,77.24756447
2780,1103800.00,CH 1103+800,27800.00,43N,716500.482,3335697.689,30.13338234,77.24746921
2781,1103810.00,CH 1103+810,27810.00,43N,716491.225,3335701.473,30.13341811,77.24737396
2782,1103820.00,CH 1103+820,27820.00,43N,716481.969,3335705.257,30.13345387,77.24727871
2783,1103830.00,CH 1103+830,27830.00,43N,716472.712,3335709.041,30.13348964,77.24718345
2784,1103840.00,CH 1103+840,27840.00,43N,716463.456,3335712.825,30.13352541,77.24708820
2785,1103850.00,CH 1103+850,27850.00,43N,716454.200,3335716.609,30.13356118,77.24699294
2786,1103860.00,CH 1103+860,27860.00,43N,716444.943,3335720.393,30.13359694,77.24689769
2787,1103870.00,CH 1103+870,27870.00,43N,716435.687,3335724.177,30.13363271,77.24680243
2788,1103880.00,CH 1103+880,27880.00,43N,716426.431,3335727.962,30.13366848,77.24670718
2789,1103890.00,CH 1103+890,27890.00,43N,716417.174,3335731.746,30.13370424,77.24661192
2790,1103900.00,CH 1103+900,27900.00,43N,716407.918,3335735.530,30.13374001,77.24651667
2791,1103910.00,CH 1103+910,27910.00,43N,716398.661,3335739.314,30.13377578,77.24642141
2792,1103920.00,CH 1103+920,27920.00,43N,716389.405,3335743.098,30.13381154,77.24632616
2793,1103930.00,CH 1103+930,27930.00,43N,716380.149,3335746.882,30.13384731,77.24623090
2794,1103940.00,CH 1103+940,27940.00,43N,716370.892,3335750.666,30.13388308,77.24613565
2795,1103950.00,CH 1103+950,27950.00,43N,716361.636,3335754.450,30.13391884,77.24604039
2796,1103960.00,CH 1103+960,27960.00,43N,716352.380,3335758.234,30.13395461,77.24594514
2797,1103970.00,CH 1103+970,27970.00,43N,716343.123,3335762.019,30.13399038,77.24584988
2798,1103980.00,CH 1103+980,27980.00,43N,716333.867,3335765.803,30.13402614,77.24575463
2799,1103990.00,CH 1103+990,27990.00,43N,716324.607,3335769.578,30.13406184,77.24565934
2800,1104000.00,CH 1104+000,28000.00,43N,716315.344,3335773.347,30.13409746,77.24556401
2801,1104010.00,CH 1104+010,28010.00,43N,716306.082,3335777.116,30.13413309,77.24546869
2802,1104020.00,CH 1104+020,28020.00,43N,716296.819,3335780.884,30.13416872,77.24537336
2803,1104030.00,CH 1104+030,28030.00,43N,716287.556,3335784.653,30.13420435,77.24527804
2804,1104040.00,CH 1104+040,28040.00,43N,716278.294,3335788.422,30.13423998,77.24518271
2805,1104050.00,CH 1104+050,28050.00,43N,716269.031,3335792.190,30.13427560,77.24508739
2806,1104060.00,CH 1104+060,28060.00,43N,716259.768,3335795.959,30.13431123,77.24499207
2807,1104070.00,CH 1104+070,28070.00,43N,716250.506,3335799.728,30.13434686,77.24489674
2808,1104080.00,CH 1104+080,28080.00,43N,716241.243,3335803.496,30.13438249,77.24480142
2809,1104090.00,CH 1104+090,28090.00,43N,716231.980,3335807.265,30.13441811,77.24470609
2810,1104100.00,CH 1104+100,28100.00,43N,716222.718,3335811.034,30.13445374,77.24461077
2811,1104110.00,CH 1104+110,28110.00,43N,716213.455,3335814.802,30.13448937,77.24451544
2812,1104120.00,CH 1104+120,28120.00,43N,716204.192,3335818.571,30.13452500,77.24442012
2813,1104130.00,CH 1104+130,28130.00,43N,716194.930,3335822.340,30.13456062,77.24432479
2814,1104140.00,CH 1104+140,28140.00,43N,716185.667,3335826.108,30.13459625,77.24422947
2815,1104150.00,CH 1104+150,28150.00,43N,716176.404,3335829.877,30.13463188,77.24413414
2816,1104160.00,CH 1104+160,28160.00,43N,716167.142,3335833.646,30.13466751,77.24403882
2817,1104170.00,CH 1104+170,28170.00,43N,716157.879,3335837.414,30.13470313,77.24394349
2818,1104180.00,CH 1104+180,28180.00,43N,716148.616,3335841.183,30.13473876,77.24384817
2819,1104190.00,CH 1104+190,28190.00,43N,716139.354,3335844.952,30.13477439,77.24375284
2820,1104200.00,CH 1104+200,28200.00,43N,716130.091,3335848.720,30.13481001,77.24365752
2821,1104210.00,CH 1104+210,28210.00,43N,716120.828,3335852.489,30.13484564,77.24356219
2822,1104220.00,CH 1104+220,28220.00,43N,716111.565,3335856.258,30.13488127,77.24346686
2823,1104230.00,CH 1104+230,28230.00,43N,716102.303,3335860.026,30.13491689,77.24337154
2824,1104240.00,CH 1104+240,28240.00,43N,716093.040,3335863.795,30.13495252,77.24327621
2825,1104250.00,CH 1104+250,28250.00,43N,716083.777,3335867.564,30.13498815,77.24318089
2826,1104260.00,CH 1104+260,28260.00,43N,716074.515,3335871.332,30.13502377,77.24308556
2827,1104270.00,CH 1104+270,28270.00,43N,716065.252,3335875.101,30.13505940,77.24299023
2828,1104280.00,CH 1104+280,28280.00,43N,716055.989,3335878.870,30.13509502,77.24289491
2829,1104290.00,CH 1104+290,28290.00,43N,716046.727,3335882.638,30.13513065,77.24279958
2830,1104300.00,CH 1104+300,28300.00,43N,716037.464,3335886.407,30.13516628,77.24270426
2831,1104310.00,CH 1104+310,28310.00,43N,716028.201,3335890.176,30.13520190,77.24260893
2832,1104320.00,CH 1104+320,28320.00,43N,716018.939,3335893.944,30.13523753,77.24251360
2833,1104330.00,CH 1104+330,28330.00,43N,716009.676,3335897.713,30.13527316,77.24241828
2834,1104340.00,CH 1104+340,28340.00,43N,716000.413,3335901.482,30.13530878,77.24232295
2835,1104350.00,CH 1104+350,28350.00,43N,715991.151,3335905.250,30.13534441,77.24222762
2836,1104360.00,CH 1104+360,28360.00,43N,715981.888,3335909.019,30.13538003,77.24213230
2837,1104370.00,CH 1104+370,28370.00,43N,715972.625,3335912.788,30.13541566,77.24203697
2838,1104380.00,CH 1104+380,28380.00,43N,715963.363,3335916.556,30.13545128,77.24194164
2839,1104390.00,CH 1104+390,28390.00,43N,715954.100,3335920.325,30.13548691,77.24184632
2840,1104400.00,CH 1104+400,28400.00,43N,715944.837,3335924.094,30.13552253,77.24175099
2841,1104410.00,CH 1104+410,28410.00,43N,715935.575,3335927.862,30.13555816,77.24165566
2842,1104420.00,CH 1104+420,28420.00,43N,715926.312,3335931.631,30.13559379,77.24156034
2843,1104430.00,CH 1104+430,28430.00,43N,715917.049,3335935.400,30.13562941,77.24146501
2844,1104440.00,CH 1104+440,28440.00,43N,715907.787,3335939.168,30.13566504,77.24136968
2845,1104450.00,CH 1104+450,28450.00,43N,715898.524,3335942.937,30.13570066,77.24127435
2846,1104460.00,CH 1104+460,28460.00,43N,715889.261,3335946.706,30.13573629,77.24117903
2847,1104470.00,CH 1104+470,28470.00,43N,715879.999,3335950.474,30.13577191,77.24108370
2848,1104480.00,CH 1104+480,28480.00,43N,715870.736,3335954.243,30.13580754,77.24098837
2849,1104490.00,CH 1104+490,28490.00,43N,715861.473,3335958.012,30.13584316,77.24089304
2850,1104500.00,CH 1104+500,28500.00,43N,715852.211,3335961.780,30.13587879,77.24079772
2851,1104510.00,CH 1104+510,28510.00,43N,715842.948,3335965.549,30.13591441,77.24070239
2852,1104520.00,CH 1104+520,28520.00,43N,715833.685,3335969.318,30.13595004,77.24060706
2853,1104530.00,CH 1104+530,28530.00,43N,715824.423,3335973.086,30.13598566,77.24051173
2854,1104540.00,CH 1104+540,28540.00,43N,715815.160,3335976.855,30.13602128,77.24041640
2855,1104550.00,CH 1104+550,28550.00,43N,715805.897,3335980.624,30.13605691,77.24032108
2856,1104560.00,CH 1104+560,28560.00,43N,715796.634,3335984.392,30.13609253,77.24022575
2857,1104570.00,CH 1104+570,28570.00,43N,715787.372,3335988.161,30.13612816,77.24013042
2858,1104580.00,CH 1104+580,28580.00,43N,715778.109,3335991.930,30.13616378,77.24003509
2859,1104590.00,CH 1104+590,28590.00,43N,715768.846,3335995.698,30.13619941,77.23993976
2860,1104600.00,CH 1104+600,28600.00,43N,715759.584,3335999.467,30.13623503,77.23984443
2861,1104610.00,CH 1104+610,28610.00,43N,715750.321,3336003.236,30.13627065,77.23974911
2862,1104620.00,CH 1104+620,28620.00,43N,715741.058,3336007.004,30.13630628,77.23965378
2863,1104630.00,CH 1104+630,28630.00,43N,715731.796,3336010.773,30.13634190,77.23955845
2864,1104640.00,CH 1104+640,28640.00,43N,715722.533,3336014.542,30.13637753,77.23946312
2865,1104650.00,CH 1104+650,28650.00,43N,715713.270,3336018.310,30.13641315,77.23936779
2866,1104660.00,CH 1104+660,28660.00,43N,715704.008,3336022.079,30.13644877,77.23927246
2867,1104670.00,CH 1104+670,28670.00,43N,715694.745,3336025.848,30.13648440,77.23917713
2868,1104680.00,CH 1104+680,28680.00,43N,715685.482,3336029.616,30.13652002,77.23908180
2869,1104690.00,CH 1104+690,28690.00,43N,715676.220,3336033.385,30.13655565,77.23898648
2870,1104700.00,CH 1104+700,28700.00,43N,715666.957,3336037.154,30.13659127,77.23889115
2871,1104710.00,CH 1104+710,28710.00,43N,715657.715,3336040.973,30.13662735,77.23879604
2872,1104720.00,CH 1104+720,28720.00,43N,715648.475,3336044.796,30.13666345,77.23870095
2873,1104730.00,CH 1104+730,28730.00,43N,715639.234,3336048.618,30.13669956,77.23860587
2874,1104740.00,CH 1104+740,28740.00,43N,715629.993,3336052.441,30.13673566,77.23851078
2875,1104750.00,CH 1104+750,28750.00,43N,715620.753,3336056.263,30.13677177,77.23841569
2876,1104760.00,CH 1104+760,28760.00,43N,715611.512,3336060.086,30.13680787,77.23832060
2877,1104770.00,CH 1104+770,28770.00,43N,715602.272,3336063.908,30.13684398,77.23822551
2878,1104780.00,CH 1104+780,28780.00,43N,715593.031,3336067.731,30.13688008,77.23813042
2879,1104790.00,CH 1104+790,28790.00,43N,715583.790,3336071.553,30.13691618,77.23803533
2880,1104800.00,CH 1104+800,28800.00,43N,715574.550,3336075.376,30.13695229,77.23794024
2881,1104810.00,CH 1104+810,28810.00,43N,715565.309,3336079.198,30.13698839,77.23784515
2882,1104820.00,CH 1104+820,28820.00,43N,715556.069,3336083.021,30.13702450,77.23775006
2883,1104830.00,CH 1104+830,28830.00,43N,715546.828,3336086.843,30.13706060,77.23765497
2884,1104840.00,CH 1104+840,28840.00,43N,715537.588,3336090.666,30.13709671,77.23755988
2885,1104850.00,CH 1104+850,28850.00,43N,715528.347,3336094.488,30.13713281,77.23746479
2886,1104860.00,CH 1104+860,28860.00,43N,715519.106,3336098.311,30.13716891,77.23736970
2887,1104870.00,CH 1104+870,28870.00,43N,715509.866,3336102.133,30.13720502,77.23727461
2888,1104880.00,CH 1104+880,28880.00,43N,715500.625,3336105.956,30.13724112,77.23717952
2889,1104890.00,CH 1104+890,28890.00,43N,715491.385,3336109.778,30.13727723,77.23708443
2890,1104900.00,CH 1104+900,28900.00,43N,715482.144,3336113.601,30.13731333,77.23698934
2891,1104910.00,CH 1104+910,28910.00,43N,715472.903,3336117.423,30.13734943,77.23689425
2892,1104920.00,CH 1104+920,28920.00,43N,715463.663,3336121.246,30.13738554,77.23679916
2893,1104930.00,CH 1104+930,28930.00,43N,715454.422,3336125.068,30.13742164,77.23670406
2894,1104940.00,CH 1104+940,28940.00,43N,715445.182,3336128.891,30.13745774,77.23660897
2895,1104950.00,CH 1104+950,28950.00,43N,715435.941,3336132.713,30.13749385,77.23651388
2896,1104960.00,CH 1104+960,28960.00,43N,715426.700,3336136.535,30.13752995,77.23641879
2897,1104970.00,CH 1104+970,28970.00,43N,715417.460,3336140.358,30.13756605,77.23632370
2898,1104980.00,CH 1104+980,28980.00,43N,715408.219,3336144.180,30.13760216,77.23622861
2899,1104990.00,CH 1104+990,28990.00,43N,715398.979,3336148.003,30.13763826,77.23613352
2900,1105000.00,CH 1105+000,29000.00,43N,715389.738,3336151.825,30.13767436,77.23603843
2901,1105010.00,CH 1105+010,29010.00,43N,715380.497,3336155.648,30.13771046,77.23594334
2902,1105020.00,CH 1105+020,29020.00,43N,715371.257,3336159.470,30.13774657,77.23584824
2903,1105030.00,CH 1105+030,29030.00,43N,715362.016,3336163.293,30.13778267,77.23575315
2904,1105040.00,CH 1105+040,29040.00,43N,715352.776,3336167.115,30.13781877,77.23565806
2905,1105050.00,CH 1105+050,29050.00,43N,715343.535,3336170.938,30.13785488,77.23556297
2906,1105060.00,CH 1105+060,29060.00,43N,715334.295,3336174.760,30.13789098,77.23546788
2907,1105070.00,CH 1105+070,29070.00,43N,715325.054,3336178.583,30.13792708,77.23537279
2908,1105080.00,CH 1105+080,29080.00,43N,715315.813,3336182.405,30.13796318,77.23527770
2909,1105090.00,CH 1105+090,29090.00,43N,715306.573,3336186.228,30.13799929,77.23518260
2910,1105100.00,CH 1105+100,29100.00,43N,715297.332,3336190.050,30.13803539,77.23508751
2911,1105110.00,CH 1105+110,29110.00,43N,715288.092,3336193.873,30.13807149,77.23499242
2912,1105120.00,CH 1105+120,29120.00,43N,715278.851,3336197.695,30.13810759,77.23489733
2913,1105130.00,CH 1105+130,29130.00,43N,715269.610,3336201.518,30.13814370,77.23480224
2914,1105140.00,CH 1105+140,29140.00,43N,715260.370,3336205.340,30.13817980,77.23470714
